,date,price,instrument_name
88,2017-05-12 00:00:00+05:30,9400.9,NIFTY 50
89,2017-05-15 00:00:00+05:30,9445.4,NIFTY 50
90,2017-05-16 00:00:00+05:30,9512.25,NIFTY 50
91,2017-05-17 00:00:00+05:30,9525.75,NIFTY 50
92,2017-05-18 00:00:00+05:30,9429.45,NIFTY 50
93,2017-05-19 00:00:00+05:30,9427.9,NIFTY 50
94,2017-05-22 00:00:00+05:30,9438.25,NIFTY 50
95,2017-05-23 00:00:00+05:30,9386.15,NIFTY 50
96,2017-05-24 00:00:00+05:30,9360.55,NIFTY 50
97,2017-05-25 00:00:00+05:30,9509.75,NIFTY 50
98,2017-05-26 00:00:00+05:30,9595.1,NIFTY 50
99,2017-05-29 00:00:00+05:30,9604.9,NIFTY 50
100,2017-05-30 00:00:00+05:30,9624.55,NIFTY 50
101,2017-05-31 00:00:00+05:30,9621.25,NIFTY 50
102,2017-06-01 00:00:00+05:30,9616.1,NIFTY 50
103,2017-06-02 00:00:00+05:30,9653.5,NIFTY 50
104,2017-06-05 00:00:00+05:30,9675.1,NIFTY 50
105,2017-06-06 00:00:00+05:30,9637.15,NIFTY 50
106,2017-06-07 00:00:00+05:30,9663.9,NIFTY 50
107,2017-06-08 00:00:00+05:30,9647.25,NIFTY 50
108,2017-06-09 00:00:00+05:30,9668.25,NIFTY 50
109,2017-06-12 00:00:00+05:30,9616.4,NIFTY 50
110,2017-06-13 00:00:00+05:30,9606.9,NIFTY 50
111,2017-06-14 00:00:00+05:30,9618.15,NIFTY 50
112,2017-06-15 00:00:00+05:30,9578.05,NIFTY 50
113,2017-06-16 00:00:00+05:30,9588.05,NIFTY 50
114,2017-06-19 00:00:00+05:30,9657.55,NIFTY 50
115,2017-06-20 00:00:00+05:30,9653.5,NIFTY 50
116,2017-06-21 00:00:00+05:30,9633.6,NIFTY 50
117,2017-06-22 00:00:00+05:30,9630,NIFTY 50
118,2017-06-23 00:00:00+05:30,9574.95,NIFTY 50
119,2017-06-27 00:00:00+05:30,9511.4,NIFTY 50
120,2017-06-28 00:00:00+05:30,9491.25,NIFTY 50
121,2017-06-29 00:00:00+05:30,9504.1,NIFTY 50
122,2017-06-30 00:00:00+05:30,9520.9,NIFTY 50
123,2017-07-03 00:00:00+05:30,9615,NIFTY 50
124,2017-07-04 00:00:00+05:30,9613.3,NIFTY 50
125,2017-07-05 00:00:00+05:30,9637.6,NIFTY 50
126,2017-07-06 00:00:00+05:30,9674.55,NIFTY 50
127,2017-07-07 00:00:00+05:30,9665.8,NIFTY 50
128,2017-07-10 00:00:00+05:30,9771.05,NIFTY 50
129,2017-07-11 00:00:00+05:30,9786.05,NIFTY 50
130,2017-07-12 00:00:00+05:30,9816.1,NIFTY 50
131,2017-07-13 00:00:00+05:30,9891.7,NIFTY 50
132,2017-07-14 00:00:00+05:30,9886.35,NIFTY 50
133,2017-07-17 00:00:00+05:30,9915.95,NIFTY 50
134,2017-07-18 00:00:00+05:30,9827.15,NIFTY 50
135,2017-07-19 00:00:00+05:30,9899.6,NIFTY 50
136,2017-07-20 00:00:00+05:30,9873.3,NIFTY 50
137,2017-07-21 00:00:00+05:30,9915.25,NIFTY 50
138,2017-07-24 00:00:00+05:30,9966.4,NIFTY 50
139,2017-07-25 00:00:00+05:30,9964.55,NIFTY 50
140,2017-07-26 00:00:00+05:30,10020.65,NIFTY 50
141,2017-07-27 00:00:00+05:30,10020.55,NIFTY 50
142,2017-07-28 00:00:00+05:30,10014.5,NIFTY 50
143,2017-07-31 00:00:00+05:30,10077.1,NIFTY 50
144,2017-08-01 00:00:00+05:30,10114.65,NIFTY 50
145,2017-08-02 00:00:00+05:30,10081.5,NIFTY 50
146,2017-08-03 00:00:00+05:30,10013.65,NIFTY 50
147,2017-08-04 00:00:00+05:30,10066.4,NIFTY 50
148,2017-08-07 00:00:00+05:30,10057.4,NIFTY 50
149,2017-08-08 00:00:00+05:30,9978.55,NIFTY 50
150,2017-08-09 00:00:00+05:30,9908.05,NIFTY 50
151,2017-08-10 00:00:00+05:30,9820.25,NIFTY 50
152,2017-08-11 00:00:00+05:30,9710.8,NIFTY 50
153,2017-08-14 00:00:00+05:30,9794.15,NIFTY 50
154,2017-08-16 00:00:00+05:30,9897.3,NIFTY 50
155,2017-08-17 00:00:00+05:30,9904.15,NIFTY 50
156,2017-08-18 00:00:00+05:30,9837.4,NIFTY 50
157,2017-08-21 00:00:00+05:30,9754.35,NIFTY 50
158,2017-08-22 00:00:00+05:30,9765.55,NIFTY 50
159,2017-08-23 00:00:00+05:30,9852.5,NIFTY 50
160,2017-08-24 00:00:00+05:30,9857.05,NIFTY 50
161,2017-08-28 00:00:00+05:30,9912.8,NIFTY 50
162,2017-08-29 00:00:00+05:30,9796.05,NIFTY 50
163,2017-08-30 00:00:00+05:30,9884.4,NIFTY 50
164,2017-08-31 00:00:00+05:30,9917.9,NIFTY 50
165,2017-09-01 00:00:00+05:30,9974.4,NIFTY 50
166,2017-09-04 00:00:00+05:30,9912.85,NIFTY 50
167,2017-09-05 00:00:00+05:30,9952.2,NIFTY 50
168,2017-09-06 00:00:00+05:30,9916.2,NIFTY 50
169,2017-09-07 00:00:00+05:30,9929.9,NIFTY 50
170,2017-09-08 00:00:00+05:30,9934.8,NIFTY 50
171,2017-09-11 00:00:00+05:30,10006.05,NIFTY 50
172,2017-09-12 00:00:00+05:30,10093.05,NIFTY 50
173,2017-09-13 00:00:00+05:30,10079.3,NIFTY 50
174,2017-09-14 00:00:00+05:30,10086.6,NIFTY 50
175,2017-09-15 00:00:00+05:30,10085.4,NIFTY 50
176,2017-09-18 00:00:00+05:30,10153.1,NIFTY 50
177,2017-09-19 00:00:00+05:30,10147.55,NIFTY 50
178,2017-09-20 00:00:00+05:30,10141.15,NIFTY 50
179,2017-09-21 00:00:00+05:30,10121.9,NIFTY 50
180,2017-09-22 00:00:00+05:30,9964.4,NIFTY 50
181,2017-09-25 00:00:00+05:30,9872.6,NIFTY 50
182,2017-09-26 00:00:00+05:30,9871.5,NIFTY 50
183,2017-09-27 00:00:00+05:30,9735.75,NIFTY 50
184,2017-09-28 00:00:00+05:30,9768.95,NIFTY 50
185,2017-09-29 00:00:00+05:30,9788.6,NIFTY 50
186,2017-10-03 00:00:00+05:30,9859.5,NIFTY 50
187,2017-10-04 00:00:00+05:30,9914.9,NIFTY 50
188,2017-10-05 00:00:00+05:30,9888.7,NIFTY 50
189,2017-10-06 00:00:00+05:30,9979.7,NIFTY 50
190,2017-10-09 00:00:00+05:30,9988.75,NIFTY 50
191,2017-10-10 00:00:00+05:30,10016.95,NIFTY 50
192,2017-10-11 00:00:00+05:30,9984.8,NIFTY 50
193,2017-10-12 00:00:00+05:30,10096.4,NIFTY 50
194,2017-10-13 00:00:00+05:30,10167.45,NIFTY 50
195,2017-10-16 00:00:00+05:30,10230.85,NIFTY 50
196,2017-10-17 00:00:00+05:30,10234.45,NIFTY 50
197,2017-10-18 00:00:00+05:30,10210.85,NIFTY 50
198,2017-10-19 00:00:00+05:30,10146.55,NIFTY 50
199,2017-10-23 00:00:00+05:30,10184.85,NIFTY 50
200,2017-10-24 00:00:00+05:30,10207.7,NIFTY 50
201,2017-10-25 00:00:00+05:30,10295.35,NIFTY 50
202,2017-10-26 00:00:00+05:30,10343.8,NIFTY 50
203,2017-10-27 00:00:00+05:30,10323.05,NIFTY 50
204,2017-10-30 00:00:00+05:30,10363.65,NIFTY 50
205,2017-10-31 00:00:00+05:30,10335.3,NIFTY 50
206,2017-11-01 00:00:00+05:30,10440.5,NIFTY 50
207,2017-11-02 00:00:00+05:30,10423.8,NIFTY 50
208,2017-11-03 00:00:00+05:30,10452.5,NIFTY 50
209,2017-11-06 00:00:00+05:30,10451.8,NIFTY 50
210,2017-11-07 00:00:00+05:30,10350.15,NIFTY 50
211,2017-11-08 00:00:00+05:30,10303.15,NIFTY 50
212,2017-11-09 00:00:00+05:30,10308.95,NIFTY 50
213,2017-11-10 00:00:00+05:30,10321.75,NIFTY 50
214,2017-11-13 00:00:00+05:30,10224.95,NIFTY 50
215,2017-11-14 00:00:00+05:30,10186.6,NIFTY 50
216,2017-11-15 00:00:00+05:30,10118.05,NIFTY 50
217,2017-11-16 00:00:00+05:30,10214.75,NIFTY 50
218,2017-11-17 00:00:00+05:30,10283.6,NIFTY 50
219,2017-11-20 00:00:00+05:30,10298.75,NIFTY 50
220,2017-11-21 00:00:00+05:30,10326.9,NIFTY 50
221,2017-11-22 00:00:00+05:30,10342.3,NIFTY 50
222,2017-11-23 00:00:00+05:30,10348.75,NIFTY 50
223,2017-11-24 00:00:00+05:30,10389.7,NIFTY 50
224,2017-11-27 00:00:00+05:30,10399.55,NIFTY 50
225,2017-11-28 00:00:00+05:30,10370.25,NIFTY 50
226,2017-11-29 00:00:00+05:30,10361.3,NIFTY 50
227,2017-11-30 00:00:00+05:30,10226.55,NIFTY 50
228,2017-12-01 00:00:00+05:30,10121.8,NIFTY 50
229,2017-12-04 00:00:00+05:30,10127.75,NIFTY 50
230,2017-12-05 00:00:00+05:30,10118.25,NIFTY 50
231,2017-12-06 00:00:00+05:30,10044.1,NIFTY 50
232,2017-12-07 00:00:00+05:30,10166.7,NIFTY 50
233,2017-12-08 00:00:00+05:30,10265.65,NIFTY 50
234,2017-12-11 00:00:00+05:30,10322.25,NIFTY 50
235,2017-12-12 00:00:00+05:30,10240.15,NIFTY 50
236,2017-12-13 00:00:00+05:30,10192.95,NIFTY 50
237,2017-12-14 00:00:00+05:30,10252.1,NIFTY 50
238,2017-12-15 00:00:00+05:30,10333.25,NIFTY 50
239,2017-12-18 00:00:00+05:30,10388.75,NIFTY 50
240,2017-12-19 00:00:00+05:30,10463.2,NIFTY 50
241,2017-12-20 00:00:00+05:30,10444.2,NIFTY 50
242,2017-12-21 00:00:00+05:30,10440.3,NIFTY 50
243,2017-12-22 00:00:00+05:30,10493,NIFTY 50
244,2017-12-26 00:00:00+05:30,10531.5,NIFTY 50
245,2017-12-27 00:00:00+05:30,10490.75,NIFTY 50
246,2017-12-28 00:00:00+05:30,10477.9,NIFTY 50
247,2017-12-29 00:00:00+05:30,10530.7,NIFTY 50
248,2018-01-01 00:00:00+05:30,10435.55,NIFTY 50
249,2018-01-02 00:00:00+05:30,10442.2,NIFTY 50
250,2018-01-03 00:00:00+05:30,10443.2,NIFTY 50
251,2018-01-04 00:00:00+05:30,10504.8,NIFTY 50
252,2018-01-05 00:00:00+05:30,10558.85,NIFTY 50
253,2018-01-08 00:00:00+05:30,10623.6,NIFTY 50
254,2018-01-09 00:00:00+05:30,10637,NIFTY 50
255,2018-01-10 00:00:00+05:30,10632.2,NIFTY 50
256,2018-01-11 00:00:00+05:30,10651.2,NIFTY 50
257,2018-01-12 00:00:00+05:30,10681.25,NIFTY 50
258,2018-01-15 00:00:00+05:30,10741.55,NIFTY 50
259,2018-01-16 00:00:00+05:30,10700.45,NIFTY 50
260,2018-01-17 00:00:00+05:30,10788.55,NIFTY 50
261,2018-01-18 00:00:00+05:30,10817,NIFTY 50
262,2018-01-19 00:00:00+05:30,10894.7,NIFTY 50
263,2018-01-22 00:00:00+05:30,10966.2,NIFTY 50
264,2018-01-23 00:00:00+05:30,11083.7,NIFTY 50
265,2018-01-24 00:00:00+05:30,11086,NIFTY 50
266,2018-01-25 00:00:00+05:30,11069.65,NIFTY 50
267,2018-01-29 00:00:00+05:30,11130.4,NIFTY 50
268,2018-01-30 00:00:00+05:30,11049.65,NIFTY 50
269,2018-01-31 00:00:00+05:30,11027.7,NIFTY 50
270,2018-02-01 00:00:00+05:30,11016.9,NIFTY 50
271,2018-02-02 00:00:00+05:30,10760.6,NIFTY 50
272,2018-02-05 00:00:00+05:30,10666.55,NIFTY 50
273,2018-02-06 00:00:00+05:30,10498.25,NIFTY 50
274,2018-02-07 00:00:00+05:30,10476.7,NIFTY 50
275,2018-02-08 00:00:00+05:30,10576.85,NIFTY 50
276,2018-02-09 00:00:00+05:30,10454.95,NIFTY 50
277,2018-02-12 00:00:00+05:30,10539.75,NIFTY 50
278,2018-02-14 00:00:00+05:30,10500.9,NIFTY 50
279,2018-02-15 00:00:00+05:30,10545.5,NIFTY 50
280,2018-02-16 00:00:00+05:30,10452.3,NIFTY 50
281,2018-02-19 00:00:00+05:30,10378.4,NIFTY 50
282,2018-02-20 00:00:00+05:30,10360.4,NIFTY 50
283,2018-02-21 00:00:00+05:30,10397.45,NIFTY 50
284,2018-02-22 00:00:00+05:30,10382.7,NIFTY 50
285,2018-02-23 00:00:00+05:30,10491.05,NIFTY 50
286,2018-02-26 00:00:00+05:30,10582.6,NIFTY 50
287,2018-02-27 00:00:00+05:30,10554.3,NIFTY 50
288,2018-02-28 00:00:00+05:30,10492.85,NIFTY 50
289,2018-03-01 00:00:00+05:30,10458.35,NIFTY 50
290,2018-03-05 00:00:00+05:30,10358.85,NIFTY 50
291,2018-03-06 00:00:00+05:30,10249.25,NIFTY 50
292,2018-03-07 00:00:00+05:30,10154.2,NIFTY 50
293,2018-03-08 00:00:00+05:30,10242.65,NIFTY 50
294,2018-03-09 00:00:00+05:30,10226.85,NIFTY 50
295,2018-03-12 00:00:00+05:30,10421.4,NIFTY 50
296,2018-03-13 00:00:00+05:30,10426.85,NIFTY 50
297,2018-03-14 00:00:00+05:30,10410.9,NIFTY 50
298,2018-03-15 00:00:00+05:30,10360.15,NIFTY 50
299,2018-03-16 00:00:00+05:30,10195.15,NIFTY 50
300,2018-03-19 00:00:00+05:30,10094.25,NIFTY 50
301,2018-03-20 00:00:00+05:30,10124.35,NIFTY 50
302,2018-03-21 00:00:00+05:30,10155.25,NIFTY 50
303,2018-03-22 00:00:00+05:30,10114.75,NIFTY 50
304,2018-03-23 00:00:00+05:30,9998.05,NIFTY 50
305,2018-03-26 00:00:00+05:30,10130.65,NIFTY 50
306,2018-03-27 00:00:00+05:30,10184.15,NIFTY 50
307,2018-03-28 00:00:00+05:30,10113.7,NIFTY 50
308,2018-04-02 00:00:00+05:30,10211.8,NIFTY 50
309,2018-04-03 00:00:00+05:30,10245,NIFTY 50
310,2018-04-04 00:00:00+05:30,10128.4,NIFTY 50
311,2018-04-05 00:00:00+05:30,10325.15,NIFTY 50
312,2018-04-06 00:00:00+05:30,10331.6,NIFTY 50
313,2018-04-09 00:00:00+05:30,10379.35,NIFTY 50
314,2018-04-10 00:00:00+05:30,10402.25,NIFTY 50
315,2018-04-11 00:00:00+05:30,10417.15,NIFTY 50
316,2018-04-12 00:00:00+05:30,10458.65,NIFTY 50
317,2018-04-13 00:00:00+05:30,10480.6,NIFTY 50
318,2018-04-16 00:00:00+05:30,10528.35,NIFTY 50
319,2018-04-17 00:00:00+05:30,10548.7,NIFTY 50
320,2018-04-18 00:00:00+05:30,10526.2,NIFTY 50
321,2018-04-19 00:00:00+05:30,10565.3,NIFTY 50
322,2018-04-20 00:00:00+05:30,10564.05,NIFTY 50
323,2018-04-23 00:00:00+05:30,10584.7,NIFTY 50
324,2018-04-24 00:00:00+05:30,10614.35,NIFTY 50
325,2018-04-25 00:00:00+05:30,10570.55,NIFTY 50
326,2018-04-26 00:00:00+05:30,10617.8,NIFTY 50
327,2018-04-27 00:00:00+05:30,10692.3,NIFTY 50
328,2018-04-30 00:00:00+05:30,10739.35,NIFTY 50
329,2018-05-02 00:00:00+05:30,10718.05,NIFTY 50
330,2018-05-03 00:00:00+05:30,10679.65,NIFTY 50
331,2018-05-04 00:00:00+05:30,10618.25,NIFTY 50
332,2018-05-07 00:00:00+05:30,10715.5,NIFTY 50
333,2018-05-08 00:00:00+05:30,10717.8,NIFTY 50
334,2018-05-09 00:00:00+05:30,10741.7,NIFTY 50
335,2018-05-10 00:00:00+05:30,10716.55,NIFTY 50
336,2018-05-11 00:00:00+05:30,10806.5,NIFTY 50
337,2018-05-14 00:00:00+05:30,10806.6,NIFTY 50
338,2018-05-15 00:00:00+05:30,10801.85,NIFTY 50
339,2018-05-16 00:00:00+05:30,10741.1,NIFTY 50
340,2018-05-17 00:00:00+05:30,10682.7,NIFTY 50
341,2018-05-18 00:00:00+05:30,10596.4,NIFTY 50
342,2018-05-21 00:00:00+05:30,10516.7,NIFTY 50
343,2018-05-22 00:00:00+05:30,10536.7,NIFTY 50
344,2018-05-23 00:00:00+05:30,10430.35,NIFTY 50
345,2018-05-24 00:00:00+05:30,10513.85,NIFTY 50
346,2018-05-25 00:00:00+05:30,10605.15,NIFTY 50
347,2018-05-28 00:00:00+05:30,10688.65,NIFTY 50
348,2018-05-29 00:00:00+05:30,10633.3,NIFTY 50
349,2018-05-30 00:00:00+05:30,10614.35,NIFTY 50
350,2018-05-31 00:00:00+05:30,10736.15,NIFTY 50
351,2018-06-01 00:00:00+05:30,10696.2,NIFTY 50
352,2018-06-04 00:00:00+05:30,10628.5,NIFTY 50
353,2018-06-05 00:00:00+05:30,10593.15,NIFTY 50
354,2018-06-06 00:00:00+05:30,10684.65,NIFTY 50
355,2018-06-07 00:00:00+05:30,10768.35,NIFTY 50
356,2018-06-08 00:00:00+05:30,10767.65,NIFTY 50
357,2018-06-11 00:00:00+05:30,10786.95,NIFTY 50
358,2018-06-12 00:00:00+05:30,10842.85,NIFTY 50
359,2018-06-13 00:00:00+05:30,10856.7,NIFTY 50
360,2018-06-14 00:00:00+05:30,10808.05,NIFTY 50
361,2018-06-15 00:00:00+05:30,10817.7,NIFTY 50
362,2018-06-18 00:00:00+05:30,10799.85,NIFTY 50
363,2018-06-19 00:00:00+05:30,10710.45,NIFTY 50
364,2018-06-20 00:00:00+05:30,10772.05,NIFTY 50
365,2018-06-21 00:00:00+05:30,10741.1,NIFTY 50
366,2018-06-22 00:00:00+05:30,10821.85,NIFTY 50
367,2018-06-25 00:00:00+05:30,10762.45,NIFTY 50
368,2018-06-26 00:00:00+05:30,10769.15,NIFTY 50
369,2018-06-27 00:00:00+05:30,10671.4,NIFTY 50
370,2018-06-28 00:00:00+05:30,10589.1,NIFTY 50
371,2018-06-29 00:00:00+05:30,10714.3,NIFTY 50
372,2018-07-02 00:00:00+05:30,10657.3,NIFTY 50
373,2018-07-03 00:00:00+05:30,10699.9,NIFTY 50
374,2018-07-04 00:00:00+05:30,10769.9,NIFTY 50
375,2018-07-05 00:00:00+05:30,10749.75,NIFTY 50
376,2018-07-06 00:00:00+05:30,10772.65,NIFTY 50
377,2018-07-09 00:00:00+05:30,10852.9,NIFTY 50
378,2018-07-10 00:00:00+05:30,10947.25,NIFTY 50
379,2018-07-11 00:00:00+05:30,10948.3,NIFTY 50
380,2018-07-12 00:00:00+05:30,11023.2,NIFTY 50
381,2018-07-13 00:00:00+05:30,11018.9,NIFTY 50
382,2018-07-16 00:00:00+05:30,10936.85,NIFTY 50
383,2018-07-17 00:00:00+05:30,11008.05,NIFTY 50
384,2018-07-18 00:00:00+05:30,10980.45,NIFTY 50
385,2018-07-19 00:00:00+05:30,10957.1,NIFTY 50
386,2018-07-20 00:00:00+05:30,11010.2,NIFTY 50
387,2018-07-23 00:00:00+05:30,11084.75,NIFTY 50
388,2018-07-24 00:00:00+05:30,11134.3,NIFTY 50
389,2018-07-25 00:00:00+05:30,11132,NIFTY 50
390,2018-07-26 00:00:00+05:30,11167.3,NIFTY 50
391,2018-07-27 00:00:00+05:30,11278.35,NIFTY 50
392,2018-07-30 00:00:00+05:30,11319.55,NIFTY 50
393,2018-07-31 00:00:00+05:30,11356.5,NIFTY 50
394,2018-08-01 00:00:00+05:30,11346.2,NIFTY 50
395,2018-08-02 00:00:00+05:30,11244.7,NIFTY 50
396,2018-08-03 00:00:00+05:30,11360.8,NIFTY 50
397,2018-08-06 00:00:00+05:30,11387.1,NIFTY 50
398,2018-08-07 00:00:00+05:30,11389.45,NIFTY 50
399,2018-08-08 00:00:00+05:30,11450,NIFTY 50
400,2018-08-09 00:00:00+05:30,11470.7,NIFTY 50
401,2018-08-10 00:00:00+05:30,11429.5,NIFTY 50
402,2018-08-13 00:00:00+05:30,11355.75,NIFTY 50
403,2018-08-14 00:00:00+05:30,11435.1,NIFTY 50
404,2018-08-16 00:00:00+05:30,11385.05,NIFTY 50
405,2018-08-17 00:00:00+05:30,11470.75,NIFTY 50
406,2018-08-20 00:00:00+05:30,11551.75,NIFTY 50
407,2018-08-21 00:00:00+05:30,11570.9,NIFTY 50
408,2018-08-23 00:00:00+05:30,11582.75,NIFTY 50
409,2018-08-24 00:00:00+05:30,11557.1,NIFTY 50
410,2018-08-27 00:00:00+05:30,11691.95,NIFTY 50
411,2018-08-28 00:00:00+05:30,11738.5,NIFTY 50
412,2018-08-29 00:00:00+05:30,11691.9,NIFTY 50
413,2018-08-30 00:00:00+05:30,11676.8,NIFTY 50
414,2018-08-31 00:00:00+05:30,11680.5,NIFTY 50
415,2018-09-03 00:00:00+05:30,11582.35,NIFTY 50
416,2018-09-04 00:00:00+05:30,11520.3,NIFTY 50
417,2018-09-05 00:00:00+05:30,11476.95,NIFTY 50
418,2018-09-06 00:00:00+05:30,11536.9,NIFTY 50
419,2018-09-07 00:00:00+05:30,11589.1,NIFTY 50
420,2018-09-10 00:00:00+05:30,11438.1,NIFTY 50
421,2018-09-11 00:00:00+05:30,11287.5,NIFTY 50
422,2018-09-12 00:00:00+05:30,11369.9,NIFTY 50
423,2018-09-14 00:00:00+05:30,11515.2,NIFTY 50
424,2018-09-17 00:00:00+05:30,11377.75,NIFTY 50
425,2018-09-18 00:00:00+05:30,11278.9,NIFTY 50
426,2018-09-19 00:00:00+05:30,11234.35,NIFTY 50
427,2018-09-21 00:00:00+05:30,11143.1,NIFTY 50
428,2018-09-24 00:00:00+05:30,10967.4,NIFTY 50
429,2018-09-25 00:00:00+05:30,11067.45,NIFTY 50
430,2018-09-26 00:00:00+05:30,11053.8,NIFTY 50
431,2018-09-27 00:00:00+05:30,10977.55,NIFTY 50
432,2018-09-28 00:00:00+05:30,10930.45,NIFTY 50
433,2018-10-01 00:00:00+05:30,11008.3,NIFTY 50
434,2018-10-03 00:00:00+05:30,10858.25,NIFTY 50
435,2018-10-04 00:00:00+05:30,10599.25,NIFTY 50
436,2018-10-05 00:00:00+05:30,10316.45,NIFTY 50
